Customer_Text,Sentiment
kw 4 15000,1
any updates about application,1
my phone is available you may call anytime or give me the contact number to whom may i contact,1
powercut on main working day so early in the morning,1
hi there is been power cut in my area please check once ca number 152651726 contact number 9971097848,1
hi bsesdelhi every monday power cut is there in this area power cut in the entrie area since morning 153051940 is the ca number bsesdelhi pls check,1
when i am supposed to get a call,1
very corrupted department without money they will not do any work i have submitted all documents with gpa they are asking me again again to upload documents i have applied with name change request full corrupted,1
no electricity since last many days my ca number is 101493185 thank expectedly,1
light was not coming since 2 hours in yamuna vihar c6 area ca no 101472380 mobile number 9953079816,1
1 10,1
dera sir we had applied for the new connection of electricity vide request no 8006503940 has been declined due to dues against ca no 100912317 i want to inform you that i have paid the prorata amounts of that pending bill receipt attached kindly help to release my new connectionthanking you,1
name birjees ca no 100331278 add hno 35035tf katra budhan rai delhi gate darya ganj 110002 ph 919897799553 issue kindly sent someone to check our connection line coz someone adjoint in our connection line due to this we are getting higher bill every month,1
dear bypl customer care delhi lg delhi c m delhi bses yamuna power ltd no light in the area long time facing heavy electricity cute electrical equipment very poor kindly take necessary action on it ca no 101265157 ca no 150939999 regards rampal,1
101548573 101548573,1
ca number 101474286 can u please check in this area there is no electricity from last 1 hrs and customer support not giving me proper respond can u please solve this problem asap,1
no response recieved for last few x now i raised again want to know status of my new connection order no 008006524946 verification is completed but not recieved any notifications or msg regarding this new connection,1
you can check many x in my profile regarding this contact no 9711146333,1
no power supply in harsh vihar delhi complaint no is23091200006 my ca no 151263660,0
,1
i already shared my ca no 153029847,1
there is no update till now please check as i am afraid i will not get the necessary benefits this month too,0
150662335 my bill ca number without reading testing the bill is extra as per order sir,1
there is no response come from your side sir rs 5080 hi submit kara du kya sir,1
why ur department was harreshed me and not processed my requests to till date now and they have not mentioned proper reason of cancellation action on my all requests,1
no any update to me,1
9990885999,1
how many time checkout 28 aug 2023 can be applied and today 14 days after no any information for new connection applications,1
to whom it may concern i accept responsibility for my error and i paid rupees 3470 on september 4th to the incorrect ca number 153629439 i also spoke with customer service there was a satisfactory response i spoke with the person with the ca number 153629439 to whom the money was sent i would like the amount i deposited to an inaccurate ca number 153629439 to be rectified with the right ca number 153629430 or the aforesaid amount to be credited to my account,1
,1
again same no power supply,1
1 hour ho gya h light nahi h or koi update bhi nahi h ca 101532121,1
dear sir bses employee miss behaved me and abusing me on call shame on you bses employee contact number 9312147032 mr pachori i have request a new pole but dont take any action and pachori miss behaved and abusing on call,1
bill please ca 152636545,1
hamare area ki light nhi aa rhe ha 2 hours sa area ha indra vihar devision karawal nagar complaint centre gokalpuri ha ca number 150792568 ha aap ka customer care number mil nhi raha hai,1
power cut again as the season approches,1
no electricity in our area since 1000 am today,1
this man try to fraud with us please look this matter or please complain to cyber crime cell,1
151928822 onlnr2107230139 21 2023,1
they just discoursed that query is resolved or not or nothing else still we are waiting to reply of our complaint that we did not received yet also we have visited in division and the division manager mr arvind choudhary said we dont know anything this is the reply,0
they just asked the issue and cut off the call without any solution,1
theres definitely a problem please try to understand we are students and we are always in our reading rooms even our friends on first floor use as much electricity as us and they recieved a bill of 3k and ours is 11k how can there be such a huge difference please help us out with this as we are not earners and cannot afford such a huge bill even as the subsidy stands withdrawn,1
your manager said we have not reply from our legal team you said we have waiting for mcd joint operationwhy when you put a meter then you are do this same with joint operation with mdc also if you waiting for mcd then you have to provide is writing to us against our complaint,0
30 disconnect cancellation reason apply gpa rply,1
the consumer is trying to reduce the sanctioned load from last 1 year and since then they are paying extra money every time they only get some excuse and the request is already registered under diary number 7816 on 02112022,0
bhai delhi london kab banega pehle to power cuts bhi nahi lagte they ab to daily ka scene ho gaya power cut kaa pareshan ho gaya hu ab to puraane zamaane ki yaad aa gayi hai ca 152214076,1
i have visited your office twice and requested to shift the electricity meters outside till now no action has been taken this has been going on since month of june your stuff is abusive and completely disrespectful and refuses to cooperate kindly help me out,1
what is the procedure,1
ca no 100501671 contact details sheetal prasad jain 9212015425 contact on this number please its a serious issue because the local team has started threatening me and is harassing me,0
ca no 152201229 power shut down,0
nothing could be a more weird absurd meaningless fraudulent reply than this one that i do not have any issue what a joke the issue hasnt been resolved the bypl is trying to hoodwink as it hasnt provided the proof of postal dispatch of reply to my representation,0
how many times to inform you by twitter and send to application and vido photos to link,1
just like before im once again requesting the team to share the info shared on the telephonic conversation in writing also state the truthful reasons for cancelling my request showing 3 unknown ca nos if you cannot share the info in writing then why cant,1
only 2 families are staying at my residence even we both dont have ac at our place is 15k bill is justified,1
why my electricity bill is too much last year on september bill i received 2570rs bill with same consumption and this month i received of 4440rs i know you hiked surcharge from 22 to 3160 but this doesnt make sense please correct my bill ca no sent you on dm,1
hi there is been power cut in my area please check once ca number 152651726 contact number 9971097848,1
12 hello bsesdelhi what is happening here why are you looting everyone with fake bills this year you are breaking every records by sending high amount bills my augustseptember consumption of electricity was lesser than julyaug 2023 but still you sent me higher bill,0
my reference no onkwr0109230317 new connection apply 01092023 no response after 12092023 not a email reply and not division office reply and division office employees are very bad service bses ke sath mera bahut bad experience raha,0
no supply ca 150328579,1
there is no electricity supply in our area please register complaint against my ca no 101362226 and also share why there is frequently electricity shut down in our area at this time,0
sir my new connection of electricity vide request no 8006516114 is hold unnessesary they are waiting to approach for find bribe it has been 12 days to apply and all the documents submitted kindly find attachment and help,1
dear bses im requesting you that please dont do like this type of notanki ok i have received an call and i picked but they have disconnected the call immediate regarding this see the attached screenshot also i requesting to shri arvindkejriwal ji pls take action on this,1
sir my name change request is hold vide rewuest no is ooyvr0109230039 is hold due to pending for doc verificayion it has been two weeks to apply kondly help is my mobile no is 9810119020,0
its more than hour,1
first cut the line of the old meter as it is more than 6 months the division said pay the bill or apply a new meter i paid all dues and apply for new now the deficiency is being raised that there is already a meter on the site infact meter was removed,1
101559105,1
itni raat ko light cut,1
no no electricity in our area my ca no is 101424877,1
after 18 days conditions are same bsesdelhi shame on to bsesdelhi not resolving complain in 18 days,1
now that g20 is over can we have put streetlights on at night it is dark and scary,0
,1
no power in sonia vihar area last 45 hrs,1
sir aap muje update de ki kya chal raha ha muje meter abhi tak kyu rok rakha ha main pareshan hu aap kuch nahi kar rahe,1
8006523192 pole pole aligation,1
but i got response too late,0
153600432 sand my bill,1
whats the update atleast give me the ticket,1
can you please check why subsidy is not given to my connection ca no 151729080 i tried to connect with your cc twice but the team unable to explain the reason to me when they transfer the call to senior they are so irresponsible to disconnect my call,0
no power supply at maujpur just now if possible check and resolve this problem earliest in public interestthanks,1
8000,1
powercut 29 block baljeet nagar for more than 40 minutes,1
kyo public ko chutiya buna te ho your company only do scam from consumer nothing as kha gaye sab kon call kar rhai thi aap kee team kha gayi yai sab aap ki milli bhagat hai chutiya buna nee kee scheme arvindkejriwal ji kha gaye free bill yha to yai scam kar rhai hai,1
arvindkejriwal bsesdelhi,1
thank you your complaint has been successfully registered heres the report status successful complaint number 23091300895 your complaint is been forwarded to the relevant team and registered with the number 23080502500 for resolution daily basis power cut bses team please urgently update 9711308062,1
power cut again,1
i raised a no power supply complaint and that was closed on 0152pk however there is still no power supply i have raised another complaint escalate this and resolve this asap its been more than 2 hour of power cut,0
12 13,1
my ca no is http100217414no power supply from last 1hourpls help,1
no electricity from last 2 hours ca no is 100048390 pls help,1
dear respected lt governor ji delhi sir my humble request to you please order gm ms payal mahajan bses to investigate this complaint where i received double bill without any use of ac etc from normal bill from earlier mr mehesh kumar ca no 101134092101150407 dallupura vasaunda,0
ca no 101417494 contact no 9821206430 sumit sonia vihar 1st pusta there is no electricity please fix as soon as possible,1
respected team no buddy called us kindly contact me with my contact number always in running mode why are the bses team not calling me to resolve my issue 99714263628527450878,1
26,1
the bill sent to me and the amount that is showing online are different your people in the chandni chowk division refused to give the new bill they also denied to take the application to rectify the bill,1
sirmadam my name is ashok salar and my ca no 100332464 and i submit application for load reduction online my order no 8006498616 i check order no online it shows load reduction is processed but they didnt reflect my load reduction in my bill,1
there is no electricity supply in our area ca number 150432109,1
sir of new sabhapur gujran under karawal nagar division has disturbed a lot today it has gone at least 5 to 8 times still it is not coming this problem should not happen at night so you are requested to kindly fix this problem of electricity ca no153208782,1
new shabha pur gujran karawal nagar delhi94 1 hours se yaha ki light gayi hui h please update digiye,1
sir electricity in new sabhapur gujran under karawal nagar division has been out for 1 hour please take immediate notice thank you ca no153208782,1
no supply from the last hour ca no 101583395,1
im from delhi 110094 shiv vihar ambika vihar g no 3 b68 why did you cut off the light,1
power supply disturbed from one hour in mandawali delhi 92 now this is a routine to disturb power supply every day ca no 101027365 mobile number 9555533546,1
no electricity in east delhi ip extension since last 1045 pm,1
no electricity since last 1 hour non of the official is responding ca 153753176 kindly do the needful,1
no electricity in mandawali near shiv mandir ganga ram gali from 1 hour,1
new meter apply reference no onkwr0109230317 but not response after 14 days and division office 1 by 1 after 3 days har bar bol dete h 34 days wait karo nd last month bhi yahi hua tha 30 th days complete ho gye the toh auto cancel kar diya tha itni berkar service,1
contact number 8802249945,1
14 onkwr0409230866,1
pl check,1
bses bses bses pol bses 26 bses 1,1
my bill was coming too much due to which i paid thousands of rupees more on checking the meter it was found to be a faulty but refund only rs2714 only,1
exactly whats the process you r following its already been 2 days since i hve escalated this issue its nt jst abt 1 bill or 1 meter i hve got double bill for every single meter im using its impossible that i hd used double units thn last few months,0
ca no 101417494 contact no 9821206430 sumit sonia vihar 1st pusta there is no electricity please fix as soon as possible,1
hello i havent got any response from your side but the local team has started calling me and threatening me to disconnect my connection and asking for fines,1
there is no electricity supply in our area ca number 150432109,1
ca no 153706847,1
we want you to check the electricity meter as the bill of the current month is very high,1
dear bsesdelhi if you want to cut the power do it on weekend we few people cant afford more than 15 minutes power cut if i cant work i cant pay your bills to,1
powercut again its daily event now,1
ac 8000,1
delhipwd 2 300,1
i have applied and online submitted documents for name change screenshot also shared but couldnt get any reference number now trying for appointment for name change but option not available bses should make functional its system,0
long power cut after 2 hours,0
can you send me the copy of bill,1
reference no onkwr0109230317 costumer cere not response har bar bol dete h 34 days wait karo ab bhi yahi bol diya 14 days ho gye h koi update nhi h yahi service h bese ki itne bekar service very bad employees agr nhi ho raha toh btao fir me kuch or dekhta hu,0
dear bsesdelhi whats going on in your team totally disgusting i used 204 units of electricity and the bill is rs 620 why kindly clarify ca 153884790,0
in delhi why a pvt body is authorised collect these much taxes pension surcharge seriouslyisnt it a scam with the people delhi can you please answer bsesdelhi delhigovdigital arvindkejriwal raghavchadha more than 50 of the amt elec consumed to be paid as taxes,1
bijli market mai bijli gayab wah kejriwal wah,1
as i can see there are two meter readings for the same day and you have billed it twice how is this possible yesterday 316 pm also the bill charges are 1343 but the bill pay amount is 3720 why,1
the dues already cleared pls check your account i have already downloaded the receipt from bses portal,1
,1
why details related to the 3 ca numbers not shared with me till date will i be getting a connection this year why bses protecting faultrs illegal electricity users why not punishing its corrupt staff,0
your team is not cooperating with us and they said meter reader work single day after that he cannot come for reading is this justified is his mistake even calling team also not patient,1
this is my contact number,1
sirmam electricity is not coming since afternoon at mahalaxmi enclave zone northeast delhi 110094 bses office yamuna vihar please help us,1
sir sab kuch to bhej diya aapko video bhi aap dekho or mera meter laga do aapka koi person aaya tha or vo bhi photo le gaya ha koi tuch nahi ha,1
why it upgraded it from 1 to 3kw without any request application or information who has the authorised to increase the money by doing anything as per your wish why ncreased the load without any message added money to the bill why did you do thisi will file fir for this,1
sir company ki policy alag alag ha ya partiality karti ha aap ne to wahi answer diya jo connection k status main tha to aapko complaint carne ka kya matlab huaaapne meri video dekhi hi nahi kyu ki mere padosi k makan se ht ki line uper se hokar ja rahi ha uska meter laga huah,0
hi team there is a power cut in my areacan you please let me know the tentative time for its resumption ca number 101380685,1
new shabha pur gujran karawal nagar delhi94 1 hours se yaha ki light gayi hui h please update digiye,1
hello mr kejriwal delhi ko london kab banana hai daily power cuts lag rahe hai ajkalpaise lelo but electricity 24hours dedo ca152214076,1
sir electricity in new sabhapur gujran under karawal nagar division has been out for 1 hour please take immediate notice thank you ca no153208782,1
new sabhapur gujran under karawal nagar division has disturbed a lot today it has gone at least 5 to 8 times still it is not coming this problem should not happen at night so you are requested to kindly fix this problem of electricity ca no153208782,1
ca number 153039900 30 10,1
yaha par light nahi hai kafi time ho gya h ca no 101532121,1
there is no electricity in east delhis patparganj chander vihar its been more than an hour bsesdelhi kindly look into the matter,1
power cut from last 01 hour in pandav nagar east delhi bsesdelhi please check,1
dear bsesdelhi 3 ca no 150767659 contact 8052312345,1
no electricity in my east gokal pur delhi 110094 area since a long time its also the time of water supply from delhi jal board no electricity and no water its become the habit of bses causing inconvenience to public daily pls help,0
light gone why its daily routine from bses now daily light cut,1
,1
power cut in only few household in north ghonda state the reason behind the power cut kindly inform how long will it take to fix the problem ca no 151042144,0
151746571 is my ca no and in my home there is no electricitykindly do repair as soon as possible and there are no electricity in my house and street,1
back to back complaint every day,0
no electricity power supply bsesdelhi khajuri khas 110094,1
time 125 am problem electricity has been out for half an hour place capital of india delhi,0
what type of a bot have you deployed on the call its so dumb fix my electricity 153241096,0
time 01 20 am,1
no electricity for half an hour ca number 152147651 kindly help,1
no power in area amar colony east gokal pur delhi 94 ca no 101627624,1
power cut in yamuna vihar new delhi since more than 30 minst pls look into this asap ca no151257513,1
no electricity in sonia vihar delhi from last 2 hours when people need to sleep kindly look into the matter ca 101409744 phone 7068322755,1
no electricity at 6 in the morning in sant nagar are you and your company daft,1
there is been power cut in my area please check once ca number 152651726 contact number 9971097848,1
15,1
any action taken by you,1
again power supply discontinued in khajuri khas please restore immediately,1
bses yamuna lose insulated conductor wire hanging at this location coordinates 286780689 772934415 main mandoli road near dtr installed adjacent to mazar potential safety threat request for quick resolution please,1
no power in sonia vihar area last 3 hrs,1
what is it you are checkingwhere is the fraud going oneither meter is faulty or their is some serious glitch in your serverssystem theres no way every single bill of mine is doubled theres serious fraud which bses is doing with customers,0
what is it you are checkingwhere is the fraud going oneither meter is faulty or their is some serious glitch in your serverssystem theres no way every single bill of mine is doubled theres serious fraud which bses is doing with customers,0
delhi karawal nagar vidhansabha 70 me 8 am se light nahi h aay den yahi samasya ho rahi h shikayat karne per koy santosh janak jawab nahi milta,1
what happened,1
the electricity meter of my house is on fire its sparking continuously and there is lot of smoke in the room as the meters are placed inside the house i called desu but they are following protocols and saying itll take 2 hours for the electrician,1
supply is completely affected since morning 630 am and now check the time,1
dear respected gm ms payal mahajan bses please kindly give attention on this complaint where faulty meter giving excesses bill from last three months despite repeated complaints no attention action so far mr mehesh kumar ca no 101134092101150407 vasundhara encleve division,1
ca152526354 dx dxnx derc bses sop g4 dx senx,1
,1
no power supply for one hour at maujpur just nowthere is regular power cut for one two hours anytimeif possible check and resolve this problem earliest in public interest,1
kindly send me a soft copy of my electricity bill to check my units ca no 153629453,1
sir kindly tell me how i get subsidy on my electricity bill below 200 units,1
bses electric box outside a primary school in residential area b5 yamunavhr del 53 where walkers including children senior citizens pass through the entire day bsesdelhi waiting for another new delhi railway station like incident wake up,1
ca no 154155425 plot no 395 phone no 9810115712 no light from last 12 hr,0
ca no 100050042 no electricity please file a complaint,0
how bses follows up a complaint they give 1 sec missed calls and then an sms that complaint status has been updated done with seriously these bses tagged numbers called me and dropped the line after 1 ring same when i picked up mcddelhi delhi,0
hey bsesdelhi ive noticed a spike in my electric bill for two consecutive months and it seems unusual could you just recheck my bills for accuracy ive a doubt in your system similar sort of bill from last 3 months review my issue asap,1
no satisfactory answr givn by ur team they said to visit the division office a fakefalse dues hve been transferred in our ca nmbr its totally disgusting you must take action on your staff who did this regenerate my bill asap kindly intervene,0
still the taking bses connection is difficult i have applied for a new connection onlinesoftware used for uploading docs is not working properly applied offline now still there isproblem nobody is responsible application no 8006501342 mob no 9582312374,0
electricity problem in sabhapur village,1
sir it has been 1 hours since the power went out i have complained once but the power has not come yet please take cognizance as soon as possible ca no 153208782 contact 9717443093,0
no power at bhagirathi vihar delhi110094 ca number is 101422112 mobile no is 8851006471,1
101548573,1
electricity gone 2nd time in same day 150155619,1
151937622 cont 8588062906 subh se light nhi h ise thik kara do,1
152970180 why there is a power cut,1
no power in area for 20 minutes please log an incident on priority ca number 101569311,1
no light in whole area please check and restore ca no 152200953,1
dear bypl customer care delhi lg delhi c m delhi bses yamuna power ltd no light in the area long time facing heavy electricity cute electrical equipment very poor kindly take necessary action on it ca no 101265157 ca no 150939999 regards rampal,1
ca 101444714 area hblock jai prakash nagar 110053,1
nc101406738,1
no power in area from last 40 minutes,1
power cut by 1 hour help please 151971702,1
101442152 light nahi aa rahi hai,1
no light complain bsesdelhi 94 ca number 150282910 mobile numer 9013524156,0
no light,0
no electricity in our are last 1 hr my ca no 101224177,1
im from delhi 110094 shiv vihar ambika vihar g no 3 b68 why did you cut off the light,1
ca 151200811 no electricity in sade teen pusta kartar nagar 110053 from past an hour please help to check and resume service asap,0
electricity is not coming in shiv vihar phase10 a block area,1
new shabha pur gujran karawal nagar delhi94 130 hours se yaha ki light gayi hui h please update digiye,1
no electricity in karawal nagar area since one hour what is the reason for frequent power cuts please look into the matter ca 151229658,1
ca no 101499102 phon 9899980371,1
hey there is no light in our area from 1 hour ca no 101387058,0
1,1
frequent cut is happening in the area old mustafabad delhi 94 please improve,1
power cut without any information in jai prakash nagar ghonda yamuna vihar division please tell the estimated time to resume power,1
9911788881,1
no electricity no bill this is ideal funda you are applying as there is no electricity since last 4 hrs that too in this summer nights,1
,1
your online documents verification is too slow pending from 14 sep,0
aap mera case closed hone se pehale kuch kare,0
address is b15a guru ram dass nagar laxmi nagar new delhi 110092 bsesdelhi we already given in concern ti bses officer mrsanjib pal and abhishek suryavanshi but no positive outcome received yet,1
power cut issue daly bess please urgent action now,1
first time in history it has been seen that a month is of 32 days again subsidy lost due to calculation of 400units 31 days x 32 days why dont you calculate 400units x 12 months consumed units because it will aid consumer that is why,1
inordinate power cut at ram nagar street no4krishna nagar delhi110051 ca no152266842,1
it is becoming a daily harassment now missed calls from 3 numbers if i pick up no one answers no streetlights now spam calls,1
i have got a call from 91 1138215600 bses number the lady who called doesnt have answer why my all the bills with diff cr no are doubled she said she will register my complaint instead of registering the complaint shes put the call on hold and disconnected it,0
call me on this no plz 9971426362when bses call us they cut the call then i will try to connect again nonot connected,1
light jaa hai 23 abhi bhi nhi aa rhi,1
powercut just about everyday often more than one in a day in chandni chowk area its extremely frustrating considering that we see 1 or 2 power cuts in a year in areas served by tatapowerddl please take action,0
image,1
c56main road shastri park jain hospital ke bahr ye light lgi hui h or kafi time se khrab h kripya ya to isse yha se hthaye ya chalu karaye,1
the worst customer service experience from one of yours bypl shankar road have requested them to reduce load i had to visit twice again the req got rejected,0
please 154167252 my meter is burnt already request 51 kw att load request handle but yon not decide my meter is burnt please immediately light emergency power supply on,1
power outage in the area the transformer at gandhi park new gobind pura had a loud blast sound possibly due to some short circuit ca 100992759,1
no electricity in my east gokal pur stree no 31 area no message from bses kindly tell the reason for power cut and how long it will take to resume,1
three days and counting worst service by bses frequent and long power cuts throughout chandani chowk area we are loosing out on customers too because weekend is supposed to be our busy day plus you chose the best weather for it,1
no electricity from past 30 minutes ca number 150933485,0
power outage at shakarpur near metro station gate no4 ca no 101023297contact no7488553329,1
no electricity in karol bagh whats going on arvindkejriwal we dont want free electricity which goes out almost every day,1
any update on this please,1
101500165 9811612936,1
what happen no response from your side how long you will take to check with your team,0
i have applied for new connection online but i have received no update from bses till now its been more than a month d92old kondli village phone no 7503384297,1
2 hour se jada ho gye hai light nahi aa rahi hai or koi update bhi nahi h kuch update to do q nahi aarahi light ca 101532121,1
electricity cut since 1 hour ca number 153061448,1
sir it has been 1 hours since the power went out i have complained once but the power has not come yet please take cognizance as soon as possibleplease ragister my complaint ca no 153208782 contact 9717443093,0
i applied for new connection but they reject application with reason that you house booked in mcd,1
no electricity in raj block colony near union bank naveen shahdara delhi32 since 1100pm please look into the matter for an early resolution,1
why there is no electricity in shahdara,1
17,1
it has been more than 2 hrs since our electricity supply has been interruptedno customer care responseno complaint centre responsewhat r we suppose to do,1
image,1
1 ca no 101499102 phon 9899980371,1
what happened there is no reply from you at all how could it take so many days there are always conflict with what you reply either on call or such paltforms,1
no telephonic explained by ur team,1
ye aap kya kah rahe ha muje koi phone nahi aaya mere pole ki deficiency remove ho chuki ha aap samg kyu nahi rahe ha mane aapko video bhi send kar di bina dekhe aap esa kase kha sakte hai,0
bsesdelhi 8w 3 9800,1
whos updated no one calls me never if you clame so kindly share the details here that when you updated needed information with on call im again requesting you that os dont fulfill the formalities only do the work on ground for all hope u understand and resolve my issues,1
how will i connect to your representative afte calling on 19122,1
100,1
again light not coming,1
dear respected sir if customer due to some reasons pick up your call will you not attend this complaint mehesh kumar 9650213432 regards citizen reporter nbt newspaper delhi,0
1 week beet chuka hai kaam abhi pending me hi hai,1
person called didnt have proper response she said she will register my complaint but thn she disconnected the call,0
request you to share details of 3 ca numbers shared with me last and and also share the reason why 2 of your officials asked me to pay some unknown persons dues ive been requesting you to share those details since may 2022 why r you hiding those details,0
154050012,1
cno 152248759 is disconnected though bill paid plz look into it,1
why u keep delaying resolve my issue asap,1
bsesdelhi,1
i had a disappointing encounter with one of your employees on saturday he setting in counter num 1 on tahirpur division their behavior was unacceptable and unprofessional i hope you can address this issue promptly to ensure better customer experiences,0
abhi tak koi update nhi h meri complaint ka,0
who is saying my issue has been resolved my issue still not solved my application no onkwr2308230272 still pending screenshot is attached,1
hi there is no power in trilok puri 34block for the last one hour complaint number is 23091701003 please do the needful,0
hi im having power outage at my residence my ca no is 152575718,1
there is power supply cut approx from 2100 notice its happeing frequently from 710 days pls restore it ca no sent via dm,1
so sir as per that i will recieve my electricity bill this time please confirm,1
hi pls share current bill copy 150928796,1
meri problem solved nhi hui h abhi,1
information share single call,0
nothing has been done so far we are still living in dark and fear from the last 3 months bsesdelhi ltgovdelhi hmoindia pmoindia mcddelhi officialdda mpgautamgambhir munesh193 ivinodbachheti no one is there to look into and resolve this issue we are only vote bank,0
nothing done at ground after getting call 03 days back,1
there is been power cut in my area please check once ca number 152651726 contact number 9971097848 hi,1
3 224 340 0106 0307 232 790 ca no 153772193,1
pls update,1
order number is not being generated on submitting documents online for name changei have tried number of times kindly look into ca no 101077693 phone no 9868004027,1
please make a no supply complaint ca no 153032848 contact no 9810500568,0
its very sad to inform you that the problem has not been resolved till today pathetic service ever experienced with the electricity dept bses mcddelhi none of them are taking their jobs seriously,0
my ca no 101479129 i have registered for ebill but i have not received the ebill for the last two months can i stop this ebill service,1
dear consumer we acknowledge the receipt of your query your service request no is bcc180920234319 after examining the matter we will revert to you within seven working days thanking you and assuring you best of our services at all times yours sincerely bypl customer,1
no light in paharganj new delhi hotel grand uddhav nehru bazar paharganj new delhi from 3 hrs tripathi 8851937273 please update,1
arvindkejriwal ca no 101027365 mobile number 9555533546,1
aap muje meter nahi de rahe ha to aapne oro ko meter kase diye pase kha kar aapka exqutive ko kya chiye aap bataea,1
no further details provided yet kindly do needful asap atishiaap arvindkejriwal please look into this matter on serious note how staffs transfer a false bill on our ca number and want to collect money from me,0
no electricity in karawal nagar area since one hour what is the reason for frequent power cuts please look into the matter ca 151229658,1
no electricity in karawal nagar area ca 101431568,1
please fix this light post location prem nagar gali number 8near gurudwaranew delhi 110008,1
202223,1
waiting for the revert,1
still no progress can u please speedup the resolution on this problem thanks in advance,1
hey there is no power supply in my area for the last two hours 101553464 ca no,1
sir an email has been sent to byplcustomercarerelianceadacom regarding charges for meter change charges and average unit invoicing resolution is awaited regards,0
dear respected sir please kindly visit mentioned house number and replace faulty meter giving excesses bill from last month regards citizen reporter nbt newspaper delhi india 9811909880 thank you very much,1
please check your dm,1
151746571 is my ca no and in my home there is no electricitykindly do repair as soon as possible and there are no electricity in my house and street,1
sirmadam my name is virander bhuswhan and my ca no 100400542 and i submit application for category change online my order no 8006517185 i change category for domestic to nd but my application is not processed yet they told me they didnt punch this in sap,1
no action has been taken regarding returning the excess bill charged by me,0
,1
,1
ward 240,1
dear bypl customer care delhi lg delhi c m delhi bses yamuna power ltd no light in the area long time facing heavy electricity cute electrical equipment very poor kindly take necessary action on it ca no 101265157 ca no 150939999 regards rampal,1
power cut in baljeet nagar please tell how long this would last ca number 152257655,0
power cut from last 20 minutes in acharya niketan mayur vihar 1 how anyone can sleep with this hot weather in such situations could you please let us know how long it will remain same,1
152183811 hi there is a power cut in my area please get this foxed there is no power in the area for past 1 hour,0
work done,1
i applied for non domestic connection docs i have already submitted online but staus is still showing that its pending its been 10 days no update from bses yet,1
ca no101360116 new sabhapur gujran comes under karawal nagar division yesterday there was an announcement of power cut for 4 hours 4 hours is a very long time please take cognizance and please tell the reason thank you ca no 101360116 contact no9717443093,1
151746571 is my ca no and in my home there is no electricitykindly do repair as soon as possible and there are no electricity in my house and street,1
bses,1
name virander bhuswhan contact number 9811943235 they told me that my application is processed in seva kendra app but dont punch in sap application,1
how many days do you need to work on this issue its been 10 days since im aksing for resolution,1
tomorrow is due date and you havent provided me with a solution yet,0
hello,1
any update,1
i did complaint 10 30am on sep 292023 bsesdelhi complete my complaint without even inform me or visiting my palace i called again on bsesdelhi complaint number the didnt talk to me put my call call on hold for 36 min and 26 second and cut down call,0
dear sir there is any feedback,1
bses,1
mcd 66 mcd bccnoc bses c43c85l103i9394,1
0 ca 151268824 contect 8178259086,1
ca no 101417494 contact no 9821206430 sumit sonia vihar 1st pusta there is no electricity please fix as soon as possible,1
my ca no 101092989 i have issue related to electricity bill which is getting high since 4 month before this monthly bill amount 10001200 rs now getting per month approximately 3000 rs how it possible i m not using any heavy appliances in home,0
no one has contacte me why you are giving false information,0
why should i submit a affidavit in case of load reduction dont you believe your officer who visited the site and seen that the usage is domes i havent applied for load increase where you r asking to submit an affidavit come httponhow rotten and orthodox system,0
my ca httpnois 101561288 naval sharma mobnumber 9205766096,1
please send bill copy ca no 153122861,1
dear sir we had applied for the new connection of electricity vide request no is 8006547916 is hold since nineteen days for tf allocation kindly look into the matter cmg team harassing not working honestly they are trying to reject any how for get offer to clearance we are suffering since 19 days 9971505025,1
there seems to be some vicious policy doing rounds at bypl bcoz it keeps coming up with such absurd mischievous false concocted replies nothing has been heard from bypls end leave aside resolving the issue,0
,1
prem nagar delhi 8 disst patel nagar gali num 17 to 22 no power supplies everyday in this colony night 1030 pm to 1230 am power supplies cut off by bypl patel nagar no body give response every day when give the complaint heavy hot and power cut in night,0
its not my complaint as im just a visitor to the site but you are perhaps awaiting a human or animal to get killed by the current of bses negligence and inefficiency ltgovdelhi must take action against bsesdelhi before another mishap get reported,0
151971702 power cut by 1 and half hour help please,0
bsesdelhi,1
no electricity since last many days my ca number is 101493185 thank expectedly,1
any update please,1
1 110094 l,1
lagta hai bsesdelhi yamuna walo ko maintenance ka kaam night me hi karna hota hai jab public apne ghar me hote hai raat ke 1 baj raha hai par yaha light ka naamo nishan nahi hai iske liye thanks bses yamuna,1
honble cm sir every 2nd day our electricity failure occurred in which half of street faces electricity cut ca no is 101206461 area gangotri vihar delhi 53,0
1,1
can i ask you why you cut electricity jagjeet nagar third pusta area north east delhi when come back please do something we cant sleep without fan,1
i applied for the non domestic location which is in darya ganj,1
please help us we have created a sub order for the new connection yet no one has come to install the meter yet i am sharing a copy of the order order no 8006506481,1
my name is httpazeemmy snumber 154141208 my electricity load is 1kw i have a new meterwhy are my last 3 bills being made on a 35 day basisbses is requested to prepare and send the bill within 30 days,1
ca no 153078672 plot 894 ph9818990056 no street light working,1
when i get the call for the same,1
hello sir i have a 3 month old electricity meter which is of 1 kw due to your work i have sent a bill of rs 4110 for 2 months sir i am a poor man i am proud of paying this much bill ca no 154159918,1
no power supply ca no151263660 complaint no23092000593,0
again cancelled cmg team my request and i visit chd office 13 times but not problem resolved,1
1st day bses bses,1
no power supply for half an hour at maujpur just now if possible check and resolve this problem earliest in public interest,0
powercut again,1
